Source;Target
Euchaeta sp.;Oncorhynchus gorbuscha
isopod;Oncorhynchus gorbuscha
Lumpenus sagitta;Oncorhynchus gorbuscha
Ostracod;Oncorhynchus gorbuscha
Rhincalanus gigas;Oncorhynchus gorbuscha
Schistomysis spiritus;Oncorhynchus gorbuscha
Thysanoessa inermis;Oncorhynchus gorbuscha
Thysanoessa spinefera;Oncorhynchus gorbuscha
Benthosema glaciale;Oncorhynchus gorbuscha
Carangoides sp.;Oncorhynchus gorbuscha
Ceratoscopelus maderensis;Oncorhynchus gorbuscha
Cynoglossus sp.;Oncorhynchus gorbuscha
Diaphus garmani;Oncorhynchus gorbuscha
Lampanyctus crocodilus;Oncorhynchus gorbuscha
Notolepis rissoi;Oncorhynchus gorbuscha
amphipod;Oncorhynchus keta
Bivalve;Oncorhynchus keta
Calliopius sp.;Oncorhynchus keta
Clupea pallasii;Oncorhynchus keta
Copepod copepodite;Oncorhynchus keta
Copepod egg;Oncorhynchus keta
copepod nauplius;Oncorhynchus keta
E.superba furcilia;Oncorhynchus keta
Eucalanus bungii;Oncorhynchus keta
Euphausa superba;Oncorhynchus keta
euphausia;Oncorhynchus keta
gastropod;Oncorhynchus keta
Hyperidae;Oncorhynchus keta
Insects;Oncorhynchus keta
Lumpenus sagitta;Oncorhynchus keta
Notothenia neglecta;Oncorhynchus keta
Nototheniops larseni;Oncorhynchus keta
Ophidion elongatus;Oncorhynchus keta
Pleuragramma antarcticum;Oncorhynchus keta
Roundworm;Oncorhynchus keta
Schistomysis spiritus;Oncorhynchus keta
Theragra chalcogramma;Oncorhynchus keta
Thysanoessa inermis;Oncorhynchus keta
Thysanoessa macrura;Oncorhynchus keta
Thysanoessa raschii;Oncorhynchus keta
Thysanoessa spinefera;Oncorhynchus keta
Acanthocepola sp.;Oncorhynchus keta
Ammodytes hexapterus;Oncorhynchus keta
Benthosema glaciale;Oncorhynchus keta
Carangoides sp.;Oncorhynchus keta
Ceratoscopelus maderensis;Oncorhynchus keta
Cynoglossus sp.;Oncorhynchus keta
Diaphus garmani;Oncorhynchus keta
Hemilepidotus spinosus;Oncorhynchus keta
Hygophum benoiti;Oncorhynchus keta
Lampanyctus crocodilus;Oncorhynchus keta
Lumpenella longirostris;Oncorhynchus keta
Lumpenus sagitta;Oncorhynchus keta
Merluccius productus;Oncorhynchus keta
Myctophum asperum;Oncorhynchus keta
Myctophum punctatum;Oncorhynchus keta
Notolepis rissoi;Oncorhynchus keta
Rhamphocottus richardsoni;Oncorhynchus keta
Scorpaenodes sp.;Oncorhynchus keta
Sebastes sp.;Oncorhynchus keta
Agonus cataphractus;Oncorhynchus nerka
amphipod;Oncorhynchus nerka
Benthosema glaciale;Oncorhynchus nerka
Bivalve;Oncorhynchus nerka
Calliopius sp.;Oncorhynchus nerka
Chaetognatha;Oncorhynchus nerka
Copepod copepodite;Oncorhynchus nerka
copepod nauplius;Oncorhynchus nerka
crustacean larva;Oncorhynchus nerka
E.superba furcilia;Oncorhynchus nerka
Euphausa superba;Oncorhynchus nerka
euphausia;Oncorhynchus nerka
Euphausid furcilia;Oncorhynchus nerka
fish larvae;Oncorhynchus nerka
gastropod;Oncorhynchus nerka
Glyptocephalus cynoglossus;Oncorhynchus nerka
Goby;Oncorhynchus nerka
Gonostomatidae sp.;Oncorhynchus nerka
Hyperidae;Oncorhynchus nerka
Insects;Oncorhynchus nerka
Lepidotrigla cavillone;Oncorhynchus nerka
Loligo pealei or Illex illecebrosus;Oncorhynchus nerka
Maurolicus muelleri;Oncorhynchus nerka
Meganyctiphanes norvegica;Oncorhynchus nerka
Mysidacea;Oncorhynchus nerka
Notothenia gibberifrons;Oncorhynchus nerka
Notothenia neglecta;Oncorhynchus nerka
Nototheniops larseni;Oncorhynchus nerka
Ophidion elongatus;Oncorhynchus nerka
Parathemisto gaudichaudi;Oncorhynchus nerka
Pleuragramma antarcticum;Oncorhynchus nerka
Roundworm;Oncorhynchus nerka
silversides, anchovies and 'other fish prey';Oncorhynchus nerka
Themisto pacifica;Oncorhynchus nerka
Theragra chalcogramma;Oncorhynchus nerka
Thysanoessa macrura;Oncorhynchus nerka
Thysanoessa raschii;Oncorhynchus nerka
Acanthocepola sp.;Oncorhynchus nerka
Ammodytes hexapterus;Oncorhynchus nerka
Anarhichas lupus;Oncorhynchus nerka
Anarhichas minor;Oncorhynchus nerka
Chionodraco rastrospinosus;Oncorhynchus nerka
Diaphus garmani;Oncorhynchus nerka
Dicentrarchus labrax;Oncorhynchus nerka
Gilbertidia sigalutes;Oncorhynchus nerka
Hemilepidotus hemilepidotus;Oncorhynchus nerka
Hemilepidotus spinosus;Oncorhynchus nerka
Hexagrammos decagrammus;Oncorhynchus nerka
Hygophum benoiti;Oncorhynchus nerka
Lumpenella longirostris;Oncorhynchus nerka
Lumpenus sagitta;Oncorhynchus nerka
Merluccius productus;Oncorhynchus nerka
Myctophum asperum;Oncorhynchus nerka
Myctophum punctatum;Oncorhynchus nerka
Nototheniops larseni;Oncorhynchus nerka
Oncorhynchus gorbuscha;Oncorhynchus nerka
Ophiodon elongatus;Oncorhynchus nerka
Pleuragramma antarcticum;Oncorhynchus nerka
Psychrolutes paradoxus;Oncorhynchus nerka
Rhamphocottus richardsoni;Oncorhynchus nerka
Scorpaenodes sp.;Oncorhynchus nerka
Sebastes sp.;Oncorhynchus nerka
Theragra chalcogramma;Oncorhynchus nerka
Calanoides acutus;Ophiodon elongatus
Calanus propinquus;Ophiodon elongatus
Clupea pallasii;Ophiodon elongatus
copepod;Ophiodon elongatus
Copepod egg;Ophiodon elongatus
crab megalope;Ophiodon elongatus
Decapod zoea;Ophiodon elongatus
Eucalanus bungii;Ophiodon elongatus
Lumpenus sagitta;Ophiodon elongatus
Rhincalanus gigas;Ophiodon elongatus
Roundworm;Ophiodon elongatus
Schistomysis spiritus;Ophiodon elongatus
Theragra chalcogramma;Ophiodon elongatus
Thysanoessa inermis;Ophiodon elongatus
Thysanoessa spinefera;Ophiodon elongatus
Benthosema glaciale;Ophiodon elongatus
Carangoides sp.;Ophiodon elongatus
Ceratoscopelus maderensis;Ophiodon elongatus
Cynoglossus sp.;Ophiodon elongatus
Diaphus garmani;Ophiodon elongatus
Hygophum benoiti;Ophiodon elongatus
Lampanyctus crocodilus;Ophiodon elongatus
Notolepis rissoi;Ophiodon elongatus
Scorpaenodes sp.;Ophiodon elongatus
Agonus cataphractus;Paralichthys dentatus
amphipod;Paralichthys dentatus
Arctozenus risso;Paralichthys dentatus
Benthosema glaciale;Paralichthys dentatus
Bivalve;Paralichthys dentatus
Buglossidium luteum;Paralichthys dentatus
Callionymus maculatus;Paralichthys dentatus
Capros aper;Paralichthys dentatus
Ceratoscopelus maderensis;Paralichthys dentatus
Chaetognatha;Paralichthys dentatus
Clupeoid;Paralichthys dentatus
copepod nauplius;Paralichthys dentatus
crustacean;Paralichthys dentatus
crustacean larva;Paralichthys dentatus
Deltentosteus quadrimaculatus;Paralichthys dentatus
E.superba furcilia;Paralichthys dentatus
Euphausa superba;Paralichthys dentatus
euphausia;Paralichthys dentatus
Euphausid furcilia;Paralichthys dentatus
fish larvae;Paralichthys dentatus
Gadiculus argenteus;Paralichthys dentatus
Gadiculus sp.;Paralichthys dentatus
Gaidropsarus sp.;Paralichthys dentatus
Gaidropsarus vulgaris;Paralichthys dentatus
gastropod;Paralichthys dentatus
gelatinous;Paralichthys dentatus
Glyptocephalus cynoglossus;Paralichthys dentatus
Goby;Paralichthys dentatus
Gonostomatidae sp.;Paralichthys dentatus
Hatchet fish;Paralichthys dentatus
Hyperidae;Paralichthys dentatus
Insects;Paralichthys dentatus
Lepidotrigla cavillone;Paralichthys dentatus
Lobianchia gemellari;Paralichthys dentatus
Loligo pealei or Illex illecebrosus;Paralichthys dentatus
Macroparalepis affinis;Paralichthys dentatus
Maurolicus muelleri;Paralichthys dentatus
Meganyctiphanes norvegica;Paralichthys dentatus
Myctophid;Paralichthys dentatus
Myctophum punctatum;Paralichthys dentatus
Mysidacea;Paralichthys dentatus
Notothenia gibberifrons;Paralichthys dentatus
Notothenia neglecta;Paralichthys dentatus
Nototheniops larseni;Paralichthys dentatus
Ophidion elongatus;Paralichthys dentatus
Paralepididae sp;Paralichthys dentatus
Parathemisto gaudichaudi;Paralichthys dentatus
Rockling;Paralichthys dentatus
Scaldfish;Paralichthys dentatus
Scyliorhinus canicula;Paralichthys dentatus
Sepiolidae;Paralichthys dentatus
Serranus hepatus;Paralichthys dentatus
silversides, anchovies and 'other fish prey';Paralichthys dentatus
Themisto pacifica;Paralichthys dentatus
Thysanoessa macrura;Paralichthys dentatus
Thysanoessa raschii;Paralichthys dentatus
unidentified squid;Paralichthys dentatus
Ammodytes hexapterus;Paralichthys dentatus
Anarhichas lupus;Paralichthys dentatus
Anarhichas minor;Paralichthys dentatus
Chionodraco rastrospinosus;Paralichthys dentatus
Dicentrarchus labrax;Paralichthys dentatus
Gasterosteus aculeatus;Paralichthys dentatus
Gilbertidia sigalutes;Paralichthys dentatus
Hemilepidotus hemilepidotus;Paralichthys dentatus
Hemilepidotus spinosus;Paralichthys dentatus
Hexagrammos decagrammus;Paralichthys dentatus
Lumpenella longirostris;Paralichthys dentatus
Lumpenus sagitta;Paralichthys dentatus
Nototheniops larseni;Paralichthys dentatus
Oncorhynchus gorbuscha;Paralichthys dentatus
Oncorhynchus keta;Paralichthys dentatus
Ophiodon elongatus;Paralichthys dentatus
Pleuragramma antarcticum;Paralichthys dentatus
Psychrolutes paradoxus;Paralichthys dentatus
Rhamphocottus richardsoni;Paralichthys dentatus
Theragra chalcogramma;Paralichthys dentatus
Agonus cataphractus;Paralichthys oblongus
amphipod;Paralichthys oblongus
Arctozenus risso;Paralichthys oblongus
Benthosema glaciale;Paralichthys oblongus
Bivalve;Paralichthys oblongus
Buglossidium luteum;Paralichthys oblongus
Callionymus maculatus;Paralichthys oblongus
Calliopius sp.;Paralichthys oblongus
Capros aper;Paralichthys oblongus
Ceratoscopelus maderensis;Paralichthys oblongus
Chaetognatha;Paralichthys oblongus
Clupeoid;Paralichthys oblongus
Copepod copepodite;Paralichthys oblongus
copepod nauplius;Paralichthys oblongus
crustacean larva;Paralichthys oblongus
Deltentosteus quadrimaculatus;Paralichthys oblongus
E.superba furcilia;Paralichthys oblongus
Euphausa superba;Paralichthys oblongus
euphausia;Paralichthys oblongus
Euphausid furcilia;Paralichthys oblongus
fish larvae;Paralichthys oblongus
Gadiculus argenteus;Paralichthys oblongus
Gadiculus sp.;Paralichthys oblongus
Gaidropsarus sp.;Paralichthys oblongus
gastropod;Paralichthys oblongus
gelatinous;Paralichthys oblongus
Glyptocephalus cynoglossus;Paralichthys oblongus
Goby;Paralichthys oblongus
Gonostomatidae sp.;Paralichthys oblongus
Hatchet fish;Paralichthys oblongus
Hyperidae;Paralichthys oblongus
Insects;Paralichthys oblongus
Lepidotrigla cavillone;Paralichthys oblongus
Lobianchia gemellari;Paralichthys oblongus
Loligo pealei or Illex illecebrosus;Paralichthys oblongus
Maurolicus muelleri;Paralichthys oblongus
Meganyctiphanes norvegica;Paralichthys oblongus
Myctophid;Paralichthys oblongus
Myctophum punctatum;Paralichthys oblongus
Mysidacea;Paralichthys oblongus
Notothenia gibberifrons;Paralichthys oblongus
Notothenia neglecta;Paralichthys oblongus
Nototheniops larseni;Paralichthys oblongus
Ophidion elongatus;Paralichthys oblongus
Paralepididae sp;Paralichthys oblongus
Parathemisto gaudichaudi;Paralichthys oblongus
Rockling;Paralichthys oblongus
Scaldfish;Paralichthys oblongus
Scyliorhinus canicula;Paralichthys oblongus
Sepiolidae;Paralichthys oblongus
Serranus hepatus;Paralichthys oblongus
silversides, anchovies and 'other fish prey';Paralichthys oblongus
Themisto pacifica;Paralichthys oblongus
Thysanoessa macrura;Paralichthys oblongus
Thysanoessa raschii;Paralichthys oblongus
Ammodytes hexapterus;Paralichthys oblongus
Anarhichas lupus;Paralichthys oblongus
Anarhichas minor;Paralichthys oblongus
Chionodraco rastrospinosus;Paralichthys oblongus
Dicentrarchus labrax;Paralichthys oblongus
Gasterosteus aculeatus;Paralichthys oblongus
Gilbertidia sigalutes;Paralichthys oblongus
Hemilepidotus hemilepidotus;Paralichthys oblongus
Hemilepidotus spinosus;Paralichthys oblongus
Hexagrammos decagrammus;Paralichthys oblongus
Lumpenella longirostris;Paralichthys oblongus
Lumpenus sagitta;Paralichthys oblongus
Merluccius productus;Paralichthys oblongus
Nototheniops larseni;Paralichthys oblongus
Oncorhynchus gorbuscha;Paralichthys oblongus
Oncorhynchus keta;Paralichthys oblongus
Ophiodon elongatus;Paralichthys oblongus
Pleuragramma antarcticum;Paralichthys oblongus
Psychrolutes paradoxus;Paralichthys oblongus
Rhamphocottus richardsoni;Paralichthys oblongus
Sebastes sp.;Paralichthys oblongus
Theragra chalcogramma;Paralichthys oblongus
Calanoides acutus;Pleuragramma antarcticum
Clupea pallasii;Pleuragramma antarcticum
copepod;Pleuragramma antarcticum
Copepod egg;Pleuragramma antarcticum
crab megalope;Pleuragramma antarcticum
Decapod zoea;Pleuragramma antarcticum
Eucalanus bungii;Pleuragramma antarcticum
Lumpenus sagitta;Pleuragramma antarcticum
Rhincalanus gigas;Pleuragramma antarcticum
Roundworm;Pleuragramma antarcticum
Schistomysis spiritus;Pleuragramma antarcticum
Theragra chalcogramma;Pleuragramma antarcticum
Thysanoessa inermis;Pleuragramma antarcticum
Thysanoessa spinefera;Pleuragramma antarcticum
Acanthocepola sp.;Pleuragramma antarcticum
Benthosema glaciale;Pleuragramma antarcticum
Carangoides sp.;Pleuragramma antarcticum
Ceratoscopelus maderensis;Pleuragramma antarcticum
Cynoglossus sp.;Pleuragramma antarcticum
Diaphus garmani;Pleuragramma antarcticum
Hygophum benoiti;Pleuragramma antarcticum
Lampanyctus crocodilus;Pleuragramma antarcticum
Notolepis rissoi;Pleuragramma antarcticum
Scorpaenodes sp.;Pleuragramma antarcticum
Agonus cataphractus;Pollachius pollachius
Ammodytes sp.;Pollachius pollachius
Ancistroteuthis lichtensteini;Pollachius pollachius
Arctozenus risso;Pollachius pollachius
Argentina sphyraena;Pollachius pollachius
Buglossidium luteum;Pollachius pollachius
Callionymus lyra;Pollachius pollachius
Callionymus maculatus;Pollachius pollachius
Capros aper;Pollachius pollachius
Cepola macrophthalma;Pollachius pollachius
Ceratoscopelus maderensis;Pollachius pollachius
Chaetognatha;Pollachius pollachius
Chiroteuthis sp;Pollachius pollachius
Clupea harengus;Pollachius pollachius
Clupeoid;Pollachius pollachius
crustacean;Pollachius pollachius
Cubiceps gracilis;Pollachius pollachius
Deltentosteus quadrimaculatus;Pollachius pollachius
Engraulis encrassicolus;Pollachius pollachius
Euphausid furcilia;Pollachius pollachius
fish;Pollachius pollachius
fish larvae;Pollachius pollachius
fish unidentified;Pollachius pollachius
flatfish;Pollachius pollachius
Funchalia woodwardii;Pollachius pollachius
Gadiculus argenteus;Pollachius pollachius
Gadiculus sp.;Pollachius pollachius
Gadoid;Pollachius pollachius
Gaidropsarus sp.;Pollachius pollachius
Gaidropsarus vulgaris;Pollachius pollachius
Galiteuthis armata;Pollachius pollachius
gelatinous;Pollachius pollachius
Glyptocephalus cynoglossus;Pollachius pollachius
Gonatus steenstrupi;Pollachius pollachius
Gonostomatidae sp.;Pollachius pollachius
Gurnard;Pollachius pollachius
Hatchet fish;Pollachius pollachius
Hippoglossoides platessoides;Pollachius pollachius
Histioteuthis reversa;Pollachius pollachius
Lepidorhombus whiffiagonis;Pollachius pollachius
Lepidotrigla cavillone;Pollachius pollachius
Limanda limanda;Pollachius pollachius
Lobianchia gemellari;Pollachius pollachius
Macroparalepis affinis;Pollachius pollachius
Mastigoteuthis sp;Pollachius pollachius
Maurolicus muelleri;Pollachius pollachius
Merlangius merlangus;Pollachius pollachius
Merluccius merluccius;Pollachius pollachius
Microchirus variegatus;Pollachius pollachius
Micromesistius potassou;Pollachius pollachius
Microstomus kitt;Pollachius pollachius
Myctophid;Pollachius pollachius
Myctophum punctatum;Pollachius pollachius
Mysidacea;Pollachius pollachius
Notoscopelus kroeyeri;Pollachius pollachius
Octopoteuthis sp;Pollachius pollachius
Onychoteuthis banksi;Pollachius pollachius
Paralepididae sp;Pollachius pollachius
Parathemisto gaudichaudi;Pollachius pollachius
Peprilus triacanthus;Pollachius pollachius
Rockling;Pollachius pollachius
Sardina pilchardus;Pollachius pollachius
Scaldfish;Pollachius pollachius
Scomber scombrus;Pollachius pollachius
Scomber scrombus;Pollachius pollachius
Scomberesox saurus;Pollachius pollachius
Scyliorhinus canicula;Pollachius pollachius
Sepiolidae;Pollachius pollachius
Serranus hepatus;Pollachius pollachius
silversides, anchovies and 'other fish prey';Pollachius pollachius
Spicara flexuosa;Pollachius pollachius
Sprattus sprattus;Pollachius pollachius
squid unidentified;Pollachius pollachius
Symbolophorus veranyi;Pollachius pollachius
teleosts/molluscs/crustaceans;Pollachius pollachius
Trachurus sp.;Pollachius pollachius
Trachurus trachurus;Pollachius pollachius
Trigla lyra;Pollachius pollachius
Trisopterus esmarkii;Pollachius pollachius
Trisopterus luscus;Pollachius pollachius
Trisopterus minutus;Pollachius pollachius
Trisopterus sp.;Pollachius pollachius
unidentified invertebrate;Pollachius pollachius
unidentified squid;Pollachius pollachius
Arnoglossus imperialis;Pollachius pollachius
Aspitrigla cuculus;Pollachius pollachius
Clupea harengus;Pollachius pollachius
Clupea pallasii;Pollachius pollachius
Dicentrarchus labrax;Pollachius pollachius
Eutrigla gurnardus;Pollachius pollachius
Gasterosteus aculeatus;Pollachius pollachius
Hexagrammos decagrammus;Pollachius pollachius
Hypomesus pretiosus;Pollachius pollachius
Loligo pealeii;Pollachius pollachius
Micromesistius poutassou;Pollachius pollachius
Nototheniops larseni;Pollachius pollachius
Oncorhynchus keta;Pollachius pollachius
Oncorhynchus nerka;Pollachius pollachius
Ophiodon elongatus;Pollachius pollachius
Pleuragramma antarcticum;Pollachius pollachius
Thaleichthys pacificus;Pollachius pollachius
Theragra chalcogramma;Pollachius pollachius
Trachurus trachurus;Pollachius pollachius
Trisopterus minutus;Pollachius pollachius
Urophycis regia;Pollachius pollachius
Agonus cataphractus;Pollachius virens
Ammodytes sp.;Pollachius virens
Ancistroteuthis lichtensteini;Pollachius virens
Arctozenus risso;Pollachius virens
Argentina sphyraena;Pollachius virens
Benthosema glaciale;Pollachius virens
Buglossidium luteum;Pollachius virens
Callionymus lyra;Pollachius virens
Callionymus maculatus;Pollachius virens
Capros aper;Pollachius virens
Ceratoscopelus maderensis;Pollachius virens
Chaetognatha;Pollachius virens
Chiroteuthis sp;Pollachius virens
Clupeoid;Pollachius virens
crustacean;Pollachius virens
crustacean larva;Pollachius virens
Cubiceps gracilis;Pollachius virens
Deltentosteus quadrimaculatus;Pollachius virens
Engraulis encrassicolus;Pollachius virens
Euphausid furcilia;Pollachius virens
fish;Pollachius virens
fish larvae;Pollachius virens
fish unidentified;Pollachius virens
flatfish;Pollachius virens
Funchalia woodwardii;Pollachius virens
Gadiculus argenteus;Pollachius virens
Gadiculus sp.;Pollachius virens
Gadoid;Pollachius virens
Gaidropsarus sp.;Pollachius virens
Gaidropsarus vulgaris;Pollachius virens
Galiteuthis armata;Pollachius virens
gelatinous;Pollachius virens
Glyptocephalus cynoglossus;Pollachius virens
Goby;Pollachius virens
Gonatus steenstrupi;Pollachius virens
Gonostomatidae sp.;Pollachius virens
Gurnard;Pollachius virens
Hatchet fish;Pollachius virens
Hippoglossoides platessoides;Pollachius virens
Histioteuthis reversa;Pollachius virens
Lepidorhombus whiffiagonis;Pollachius virens
Lepidotrigla cavillone;Pollachius virens
Limanda limanda;Pollachius virens
Lobianchia gemellari;Pollachius virens
Loligo pealei or Illex illecebrosus;Pollachius virens
Macroparalepis affinis;Pollachius virens
Mastigoteuthis sp;Pollachius virens
Maurolicus muelleri;Pollachius virens
Meganyctiphanes norvegica;Pollachius virens
Merlangius merlangus;Pollachius virens
Microchirus variegatus;Pollachius virens
Micromesistius potassou;Pollachius virens
Myctophid;Pollachius virens
Myctophum punctatum;Pollachius virens
Mysidacea;Pollachius virens
Notoscopelus kroeyeri;Pollachius virens
Notothenia gibberifrons;Pollachius virens
Octopoteuthis sp;Pollachius virens
Onychoteuthis banksi;Pollachius virens
Paralepididae sp;Pollachius virens
Parathemisto gaudichaudi;Pollachius virens
Peprilus triacanthus;Pollachius virens
Rockling;Pollachius virens
Sardina pilchardus;Pollachius virens
Scaldfish;Pollachius virens
Scomber scrombus;Pollachius virens
Scomberesox saurus;Pollachius virens
Scyliorhinus canicula;Pollachius virens
Sepiolidae;Pollachius virens
Serranus hepatus;Pollachius virens
silversides, anchovies and 'other fish prey';Pollachius virens
Sprattus sprattus;Pollachius virens
squid unidentified;Pollachius virens
Symbolophorus veranyi;Pollachius virens
teleosts/molluscs/crustaceans;Pollachius virens
Themisto pacifica;Pollachius virens
Trachurus trachurus;Pollachius virens
Trigla lyra;Pollachius virens
Trisopterus esmarkii;Pollachius virens
Trisopterus luscus;Pollachius virens
Trisopterus minutus;Pollachius virens
Trisopterus sp.;Pollachius virens
unidentified invertebrate;Pollachius virens
unidentified squid;Pollachius virens
Anarhichas lupus;Pollachius virens
Anarhichas minor;Pollachius virens
Arnoglossus imperialis;Pollachius virens
Clupea pallasii;Pollachius virens
Dicentrarchus labrax;Pollachius virens
Gasterosteus aculeatus;Pollachius virens
Gilbertidia sigalutes;Pollachius virens
Hemilepidotus hemilepidotus;Pollachius virens
Hexagrammos decagrammus;Pollachius virens
Hypomesus pretiosus;Pollachius virens
Micromesistius poutassou;Pollachius virens
Nototheniops larseni;Pollachius virens
Oncorhynchus gorbuscha;Pollachius virens
Oncorhynchus keta;Pollachius virens
Oncorhynchus nerka;Pollachius virens
Ophiodon elongatus;Pollachius virens
Pleuragramma antarcticum;Pollachius virens
Thaleichthys pacificus;Pollachius virens
Theragra chalcogramma;Pollachius virens
Trisopterus minutus;Pollachius virens
Agonus cataphractus;Pomatomus saltatrix
Ammodytes sp.;Pomatomus saltatrix
Arctozenus risso;Pomatomus saltatrix
Argentina sphyraena;Pomatomus saltatrix
Benthosema glaciale;Pomatomus saltatrix
Bivalve;Pomatomus saltatrix
Buglossidium luteum;Pomatomus saltatrix
Callionymus lyra;Pomatomus saltatrix
Callionymus maculatus;Pomatomus saltatrix
Capros aper;Pomatomus saltatrix
Ceratoscopelus maderensis;Pomatomus saltatrix
Chaetognatha;Pomatomus saltatrix
Clupeoid;Pomatomus saltatrix
crustacean;Pomatomus saltatrix
crustacean larva;Pomatomus saltatrix
Deltentosteus quadrimaculatus;Pomatomus saltatrix
Engraulis encrassicolus;Pomatomus saltatrix
Euphausid furcilia;Pomatomus saltatrix
fish;Pomatomus saltatrix
fish larvae;Pomatomus saltatrix
flatfish;Pomatomus saltatrix
Funchalia woodwardii;Pomatomus saltatrix
Gadiculus argenteus;Pomatomus saltatrix
Gadiculus sp.;Pomatomus saltatrix
Gadoid;Pomatomus saltatrix
Gaidropsarus sp.;Pomatomus saltatrix
Gaidropsarus vulgaris;Pomatomus saltatrix
gastropod;Pomatomus saltatrix
gelatinous;Pomatomus saltatrix
Glyptocephalus cynoglossus;Pomatomus saltatrix
Goby;Pomatomus saltatrix
Gonostomatidae sp.;Pomatomus saltatrix
Gurnard;Pomatomus saltatrix
Hatchet fish;Pomatomus saltatrix
Hippoglossoides platessoides;Pomatomus saltatrix
Insects;Pomatomus saltatrix
Lepidotrigla cavillone;Pomatomus saltatrix
Lobianchia gemellari;Pomatomus saltatrix
Loligo pealei or Illex illecebrosus;Pomatomus saltatrix
Macroparalepis affinis;Pomatomus saltatrix
Mastigoteuthis sp;Pomatomus saltatrix
Maurolicus muelleri;Pomatomus saltatrix
Meganyctiphanes norvegica;Pomatomus saltatrix
Microchirus variegatus;Pomatomus saltatrix
Micromesistius potassou;Pomatomus saltatrix
Myctophid;Pomatomus saltatrix
Myctophum punctatum;Pomatomus saltatrix
Mysidacea;Pomatomus saltatrix
Notoscopelus kroeyeri;Pomatomus saltatrix
Notothenia gibberifrons;Pomatomus saltatrix
Octopoteuthis sp;Pomatomus saltatrix
Ophidion elongatus;Pomatomus saltatrix
Paralepididae sp;Pomatomus saltatrix
Parathemisto gaudichaudi;Pomatomus saltatrix
Peprilus triacanthus;Pomatomus saltatrix
Rockling;Pomatomus saltatrix
Scaldfish;Pomatomus saltatrix
Scomber scrombus;Pomatomus saltatrix
Scomberesox saurus;Pomatomus saltatrix
Scyliorhinus canicula;Pomatomus saltatrix
Sepiolidae;Pomatomus saltatrix
Serranus hepatus;Pomatomus saltatrix
silversides, anchovies and 'other fish prey';Pomatomus saltatrix
Sprattus sprattus;Pomatomus saltatrix
squid unidentified;Pomatomus saltatrix
Symbolophorus veranyi;Pomatomus saltatrix
teleosts/molluscs/crustaceans;Pomatomus saltatrix
Themisto pacifica;Pomatomus saltatrix
Trisopterus esmarkii;Pomatomus saltatrix
Trisopterus minutus;Pomatomus saltatrix
Trisopterus sp.;Pomatomus saltatrix
unidentified invertebrate;Pomatomus saltatrix
unidentified squid;Pomatomus saltatrix
Ammodytes hexapterus;Pomatomus saltatrix
Anarhichas lupus;Pomatomus saltatrix
Anarhichas minor;Pomatomus saltatrix
Arnoglossus imperialis;Pomatomus saltatrix
Chionodraco rastrospinosus;Pomatomus saltatrix
Clupea pallasii;Pomatomus saltatrix
Dicentrarchus labrax;Pomatomus saltatrix
Gasterosteus aculeatus;Pomatomus saltatrix
Gilbertidia sigalutes;Pomatomus saltatrix
Hemilepidotus hemilepidotus;Pomatomus saltatrix
Hexagrammos decagrammus;Pomatomus saltatrix
Hypomesus pretiosus;Pomatomus saltatrix
Nototheniops larseni;Pomatomus saltatrix
Oncorhynchus gorbuscha;Pomatomus saltatrix
Oncorhynchus keta;Pomatomus saltatrix
Ophiodon elongatus;Pomatomus saltatrix
Pleuragramma antarcticum;Pomatomus saltatrix
Psychrolutes paradoxus;Pomatomus saltatrix
Thaleichthys pacificus;Pomatomus saltatrix
Theragra chalcogramma;Pomatomus saltatrix
Calanoides acutus;Psychrolutes paradoxus
Calanus pacificus;Psychrolutes paradoxus
Calanus propinquus;Psychrolutes paradoxus
Calanus sp.;Psychrolutes paradoxus
cladocera;Psychrolutes paradoxus
Clupea pallasii;Psychrolutes paradoxus
copepod;Psychrolutes paradoxus
Copepod egg;Psychrolutes paradoxus
crab megalope;Psychrolutes paradoxus
Cyclopoid copepodite;Psychrolutes paradoxus
Decapod zoea;Psychrolutes paradoxus
Eucalanus bungii;Psychrolutes paradoxus
Euchaeta sp.;Psychrolutes paradoxus
isopod;Psychrolutes paradoxus
Lumpenus sagitta;Psychrolutes paradoxus
Metridia gerlacei;Psychrolutes paradoxus
Oikopleura;Psychrolutes paradoxus
Ostracod;Psychrolutes paradoxus
Rhincalanus gigas;Psychrolutes paradoxus
Schistomysis spiritus;Psychrolutes paradoxus
Ceratoscopelus maderensis;Psychrolutes paradoxus
Cynoglossus sp.;Psychrolutes paradoxus
Lampanyctus crocodilus;Psychrolutes paradoxus
Notolepis rissoi;Psychrolutes paradoxus
Agonus cataphractus;Raja clavata
Ammodytes sp.;Raja clavata
Ancistroteuthis lichtensteini;Raja clavata
Arctozenus risso;Raja clavata
Argentina sphyraena;Raja clavata
Benthosema glaciale;Raja clavata
Buglossidium luteum;Raja clavata
Callionymus lyra;Raja clavata
Callionymus maculatus;Raja clavata
Capros aper;Raja clavata
Ceratoscopelus maderensis;Raja clavata
Chaetognatha;Raja clavata
Chiroteuthis sp;Raja clavata
Clupeoid;Raja clavata
crustacean;Raja clavata
Cubiceps gracilis;Raja clavata
Deltentosteus quadrimaculatus;Raja clavata
Engraulis encrassicolus;Raja clavata
Euphausid furcilia;Raja clavata
