"" "" "pL" "pCooc"
"35438" "SP219" "SP630" "9.32712963936471e-10" NA
"35439" "SP220" "SP630" "2.30021911051936e-07" NA
"35440" "SP224" "SP630" "0.000217331811291347" NA
"35441" "SP231" "SP630" "6.66031143422034e-08" NA
"35442" "SP232" "SP630" "3.37220394922151e-07" NA
"35443" "SP233" "SP630" "1.60806351212602e-07" NA
"35444" "SP234" "SP630" "1.87229663556355e-09" NA
"35445" "SP235" "SP630" "2.1965819706196e-06" NA
"35446" "SP236" "SP630" "7.3275888434292e-05" NA
"35447" "SP237" "SP630" "7.3275888434292e-05" NA
"35448" "SP238" "SP630" "4.27103919266297e-05" NA
"35449" "SP239" "SP630" "7.78559463533639e-10" NA
"35450" "SP241" "SP630" "1.87229663556355e-09" NA
"35451" "SP244" "SP630" "7.3275888434292e-05" NA
"35452" "SP251" "SP630" "8.67155544870786e-10" NA
"35453" "SP261" "SP630" "7.3275888434292e-05" NA
"35454" "SP262" "SP630" "0.000409407847519588" NA
"35455" "SP271" "SP630" "8.67155544870786e-10" NA
"35456" "SP280" "SP630" "0.00029835823519398" NA
"35457" "SP281" "SP630" "0.000307878453395836" NA
"35458" "SP282" "SP630" "0.000135036818032792" NA
"35459" "SP283" "SP630" "0.000273982913182278" NA
"35460" "SP284" "SP630" "0.000852351371083211" NA
"35461" "SP291" "SP630" "1.37941860414511e-05" NA
"35462" "SP301" "SP630" "2.64690585854441e-07" NA
"35463" "SP302" "SP630" "4.12581506268951e-07" NA
"35464" "SP304" "SP630" "1.86139716692812e-10" NA
"35465" "SP310" "SP630" "4.20294232912683e-07" NA
"35466" "SP311" "SP630" "5.08686845732849e-07" NA
"35467" "SP312" "SP630" "2.1965819706196e-06" NA
"35468" "SP313" "SP630" "7.07575898831126e-07" NA
"35469" "SP314" "SP630" "6.32446337636508e-07" NA
"35470" "SP315" "SP630" "6.53280292217181e-06" NA
"35471" "SP316" "SP630" "5.35267986119728e-08" NA
"35472" "SP317" "SP630" "9.56180427325997e-09" NA
"35473" "SP318" "SP630" "1.91775908419511e-07" NA
"35474" "SP319" "SP630" "2.77593176446371e-07" NA
"35475" "SP320" "SP630" "2.41527293024203e-06" NA
"35476" "SP323" "SP630" "2.1965819706196e-06" NA
"35477" "SP324" "SP630" "4.27103919266297e-05" NA
"35478" "SP331" "SP630" "2.52489839669101e-07" NA
"35479" "SP332" "SP630" "3.3119283745876e-08" NA
"35480" "SP333" "SP630" NA NA
"35481" "SP334" "SP630" "5.73140907947052e-09" NA
"35482" "SP335" "SP630" "0.000347080969171132" NA
"35483" "SP336" "SP630" "2.63143567034259e-05" NA
"35484" "SP337" "SP630" "0.000465392639795021" NA
"35485" "SP338" "SP630" "0.000581408404252355" NA
"35486" "SP339" "SP630" "0.000347080969171132" NA
"35487" "SP340" "SP630" "0.00269164196946827" NA
"35488" "SP341" "SP630" "0.000581408404252355" NA
"35489" "SP342" "SP630" "2.10131700645951e-05" NA
"35490" "SP343" "SP630" "0.000581408404252355" NA
"35491" "SP344" "SP630" "0.000135036818032792" NA
"35492" "SP345" "SP630" "0.000445737559139549" NA
"35493" "SP346" "SP630" "0.000135036818032792" NA
"35494" "SP347" "SP630" "1.29221741707769e-08" NA
"35495" "SP350" "SP630" "5.50788063537191e-06" NA
"35496" "SP361" "SP630" "7.3275888434292e-05" NA
"35497" "SP366" "SP630" "5.89293070393531e-06" NA
"35498" "SP367" "SP630" "0.000114991880603434" NA
"35499" "SP371" "SP630" "1.06499304856072e-08" NA
"35500" "SP380" "SP630" "5.79372482216349e-06" NA
"35501" "SP381" "SP630" "4.27103919266297e-05" NA
"35502" "SP382" "SP630" "9.55123129676954e-05" NA
"35503" "SP383" "SP630" "6.5441669587483e-05" NA
"35504" "SP384" "SP630" "7.79487826388482e-06" NA
"35505" "SP387" "SP630" "1.05905820497733e-07" NA
"35506" "SP391" "SP630" "9.77671295915797e-08" NA
"35507" "SP396" "SP630" "1.05905820497733e-07" NA
"35508" "SP461" "SP630" "1.57808158373916e-08" NA
"35509" "SP471" "SP630" "5.08686845732849e-07" NA
"35510" "SP472" "SP630" "5.48431103233229e-07" NA
"35511" "SP481" "SP630" "3.84135428501906e-07" NA
"35512" "SP482" "SP630" "1.60806351212602e-07" NA
"35513" "SP630" "SP630" "0.000409407847519588" NA
"35514" "SP631" "SP630" "6.3276504698082e-09" NA
"35515" "SP632" "SP630" "1.08184335099082e-09" NA
"35516" "SP633" "SP630" "2.85961809405678e-09" NA
"35517" "SP634" "SP630" "7.3275888434292e-05" NA
"35518" "SP702" "SP630" "6.68762552117457e-07" NA
"35519" "SP900" "SP630" NA NA
"35520" "SP999" "SP630" NA NA
"35521" "SP0" "SP631" NA NA
"35522" "SP11" "SP631" "0.468619953347319" NA
"35523" "SP12" "SP631" "0.796728111684421" NA
"35524" "SP13" "SP631" "0.421376105821148" NA
"35525" "SP14" "SP631" "0.0925508839507403" NA
"35526" "SP16" "SP631" "0.432537697053274" NA
"35527" "SP21" "SP631" "0.0296363413426135" NA
"35528" "SP31" "SP631" "0.0188277383871475" NA
"35529" "SP41" "SP631" "0.0362473226068456" NA
"35530" "SP42" "SP631" "0.062638433745996" NA
"35531" "SP44" "SP631" "0.0786213315680745" NA
"35532" "SP51" "SP631" "0.108507992485845" NA
"35533" "SP61" "SP631" "0.410615658392152" NA
"35534" "SP62" "SP631" "0.187622488734007" NA
"35535" "SP63" "SP631" "0.274731623322577" NA
"35536" "SP65" "SP631" "0.410615658392152" NA
"35537" "SP66" "SP631" "0.321554311055441" NA
"35538" "SP71" "SP631" "0.187622488734007" NA
"35539" "SP72" "SP631" "0.12455226311354" NA
"35540" "SP73" "SP631" "0.110143425908688" NA
"35541" "SP74" "SP631" "0.162423910233029" NA
"35542" "SP75" "SP631" "0.062638433745996" NA
"35543" "SP76" "SP631" "0.0925508839507403" NA
"35544" "SP77" "SP631" "0.062638433745996" NA
"35545" "SP78" "SP631" "0.0708980904338648" NA
"35546" "SP79" "SP631" "0.111813336676223" NA
"35547" "SP80" "SP631" "0.156872950445874" NA
"35548" "SP81" "SP631" "0.062638433745996" NA
"35549" "SP82" "SP631" "0.0951982818910522" NA
"35550" "SP83" "SP631" NA NA
"35551" "SP90" "SP631" "0.351579820264563" NA
"35552" "SP91" "SP631" "0.12455226311354" NA
"35553" "SP92" "SP631" "0.356982072125255" NA
"35554" "SP93" "SP631" "0.274731623322577" NA
"35555" "SP94" "SP631" "0.444119059431805" NA
"35556" "SP95" "SP631" "0.596453768394667" NA
"35557" "SP96" "SP631" "0.468619953347319" NA
"35558" "SP97" "SP631" "0.421376105821148" NA
"35559" "SP98" "SP631" NA NA
"35560" "SP99" "SP631" "0.456139688662237" NA
"35561" "SP100" "SP631" "0.410615658392152" NA
"35562" "SP101" "SP631" "0.570731709753215" NA
"35563" "SP102" "SP631" "0.263137472574954" NA
"35564" "SP106" "SP631" "0.351579820264563" NA
"35565" "SP111" "SP631" "0.187622488734007" NA
"35566" "SP121" "SP631" "0.461075468407406" NA
"35567" "SP131" "SP631" "0.0736665307358716" NA
"35568" "SP132" "SP631" "0.0431434135420418" NA
"35569" "SP133" "SP631" "0.437118797258588" NA
"35570" "SP135" "SP631" "0.126535157393243" NA
"35571" "SP141" "SP631" "0.871547150267641" NA
"35572" "SP151" "SP631" "0.307087202545919" NA
"35573" "SP152" "SP631" "0.345133212429475" NA
"35574" "SP160" "SP631" "0.187622488734007" NA
"35575" "SP161" "SP631" "0.227603583401049" NA
"35576" "SP162" "SP631" "0.237025188986478" NA
"35577" "SP163" "SP631" "0.232246743409" NA
"35578" "SP164" "SP631" "0.400238581803899" NA
"35579" "SP165" "SP631" "0.252225440453232" NA
"35580" "SP166" "SP631" "0.088767275627544" NA
"35581" "SP167" "SP631" "0.321554311055441" NA
"35582" "SP168" "SP631" "0.19477705255241" NA
"35583" "SP169" "SP631" "0.314202552462899" NA
"35584" "SP170" "SP631" "0.180832917167635" NA
"35585" "SP171" "SP631" "0.191152568555879" NA
"35586" "SP172" "SP631" "0.174384372542027" NA
"35587" "SP173" "SP631" "0.184183623928958" NA
"35588" "SP174" "SP631" "0.088767275627544" NA
"35589" "SP175" "SP631" "0.103799510076332" NA
"35590" "SP177" "SP631" "0.200398106491541" NA
"35591" "SP180" "SP631" "0.662364513981042" NA
"35592" "SP181" "SP631" "0.509035036385569" NA
"35593" "SP182" "SP631" "0.995715101041803" NA
"35594" "SP183" "SP631" "0.944371198369589" NA
"35595" "SP184" "SP631" "0.921088685617979" NA
"35596" "SP185" "SP631" "0.662566112897273" NA
"35597" "SP186" "SP631" "0.106906116807375" NA
"35598" "SP187" "SP631" "0.944371198369589" NA
"35599" "SP188" "SP631" "0.821349264968236" NA
"35600" "SP189" "SP631" "0.97130336347326" NA
"35601" "SP190" "SP631" "0.921088685617979" NA
"35602" "SP191" "SP631" "0.662566112897273" NA
"35603" "SP192" "SP631" "0.605365407318315" NA
"35604" "SP193" "SP631" "0.495045160407009" NA
"35605" "SP194" "SP631" "0.538687070273163" NA
"35606" "SP195" "SP631" "0.987997055666332" NA
"35607" "SP196" "SP631" "0.896603656754872" NA
"35608" "SP197" "SP631" "0.997724035897214" NA
"35609" "SP198" "SP631" "0.772641715643828" NA
"35610" "SP199" "SP631" "0.999999816952766" NA
"35611" "SP200" "SP631" "0.969420257275651" NA
"35612" "SP201" "SP631" "0.846359897143923" NA
"35613" "SP202" "SP631" "0.983298703404454" NA
"35614" "SP203" "SP631" "0.921088685617979" NA
"35615" "SP204" "SP631" "0.993778620541629" NA
"35616" "SP205" "SP631" "0.986284105517712" NA
"35617" "SP206" "SP631" "0.998591004375441" NA
"35618" "SP207" "SP631" "0.998448364080478" NA
"35619" "SP208" "SP631" "0.944371198369589" NA
"35620" "SP209" "SP631" "0.963555831477822" NA
"35621" "SP210" "SP631" "0.911398546650249" NA
"35622" "SP211" "SP631" "0.672741223373435" NA
"35623" "SP212" "SP631" "0.534091557476321" NA
"35624" "SP213" "SP631" "0.314202552462899" NA
"35625" "SP214" "SP631" "0.821349264968236" NA
"35626" "SP215" "SP631" "0.871547150267641" NA
"35627" "SP216" "SP631" "0.683103516378139" NA
"35628" "SP217" "SP631" "0.642773097877717" NA
"35629" "SP218" "SP631" "0.996847493987059" NA
"35630" "SP219" "SP631" "0.062638433745996" NA
"35631" "SP220" "SP631" "0.314202552462899" NA
"35632" "SP224" "SP631" "0.972782108866857" NA
"35633" "SP231" "SP631" "0.227603583401049" NA
"35634" "SP232" "SP631" "0.345133212429475" NA
"35635" "SP233" "SP631" "0.287064501002677" NA
"35636" "SP234" "SP631" "0.0786213315680745" NA
"35637" "SP235" "SP631" "0.523574286124166" NA
"35638" "SP236" "SP631" "0.896603656754872" NA
"35639" "SP237" "SP631" "0.896603656754872" NA
"35640" "SP238" "SP631" "0.846359897143923" NA
"35641" "SP239" "SP631" "0.0589988341140526" NA
"35642" "SP241" "SP631" "0.0786213315680745" NA
"35643" "SP244" "SP631" "0.896603656754872" NA
"35644" "SP251" "SP631" "0.0611466747860701" NA
"35645" "SP261" "SP631" "0.896603656754872" NA
"35646" "SP262" "SP631" "0.995715101041803" NA
"35647" "SP271" "SP631" "0.0611466747860701" NA
"35648" "SP280" "SP631" "0.986570343793905" NA
"35649" "SP281" "SP631" "0.987691949497563" NA
"35650" "SP282" "SP631" "0.944371198369589" NA
"35651" "SP283" "SP631" "0.983298703404454" NA
"35652" "SP284" "SP631" "0.996847493987059" NA
"35653" "SP291" "SP631" "0.72642448449316" NA
"35654" "SP301" "SP631" "0.325322026044269" NA
"35655" "SP302" "SP631" "0.362237143336535" NA
"35656" "SP304" "SP631" "0.0362473226068456" NA
"35657" "SP310" "SP631" "0.363835042163868" NA
"35658" "SP311" "SP631" "0.380567591789437" NA
"35659" "SP312" "SP631" "0.523574286124166" NA
"35660" "SP313" "SP631" "0.410615658392152" NA
"35661" "SP314" "SP631" "0.400238581803899" NA
"35662" "SP315" "SP631" "0.642773097877717" NA
"35663" "SP316" "SP631" "0.214437301823322" NA
"35664" "SP317" "SP631" "0.130635257361219" NA
"35665" "SP318" "SP631" "0.30019851522233" NA
"35666" "SP319" "SP631" "0.329152727406917" NA
"35667" "SP320" "SP631" "0.533634941081186" NA
"35668" "SP323" "SP631" "0.523574286124166" NA
"35669" "SP324" "SP631" "0.846359897143923" NA
"35670" "SP331" "SP631" "0.321554311055441" NA
"35671" "SP332" "SP631" "0.187622488734007" NA
"35672" "SP333" "SP631" NA NA
"35673" "SP334" "SP631" "0.111813336676223" NA
"35674" "SP335" "SP631" "0.991545496861642" NA
"35675" "SP336" "SP631" "0.796728111684421" NA
"35676" "SP337" "SP631" "0.998005651757711" NA
"35677" "SP338" "SP631" "0.999935085369597" NA
"35678" "SP339" "SP631" "0.991545496861642" NA
"35679" "SP340" "SP631" "0.934351958985514" NA
"35680" "SP341" "SP631" "0.999935085369597" NA
"35681" "SP342" "SP631" "0.772641715643828" NA
"35682" "SP343" "SP631" "0.999935085369597" NA
"35683" "SP344" "SP631" "0.944371198369589" NA
"35684" "SP345" "SP631" "0.997328719315299" NA
"35685" "SP346" "SP631" "0.944371198369589" NA
"35686" "SP347" "SP631" "0.142914613190556" NA
"35687" "SP350" "SP631" "0.623711962132694" NA
"35688" "SP361" "SP631" "0.896603656754872" NA
"35689" "SP366" "SP631" "0.631249610690259" NA
"35690" "SP367" "SP631" "0.932929202108263" NA
"35691" "SP371" "SP631" "0.134923347804158" NA
"35692" "SP380" "SP631" "0.629354409977599" NA
"35693" "SP381" "SP631" "0.846359897143923" NA
"35694" "SP382" "SP631" "0.918682062255408" NA
"35695" "SP383" "SP631" "0.886621403118425" NA
"35696" "SP384" "SP631" "0.662566112897273" NA
"35697" "SP387" "SP631" "0.257599520082896" NA
"35698" "SP391" "SP631" "0.252225440453232" NA
"35699" "SP396" "SP631" "0.257599520082896" NA
"35700" "SP461" "SP631" "0.151584629452574" NA
"35701" "SP471" "SP631" "0.380567591789437" NA
"35702" "SP472" "SP631" "0.387293765022437" NA
"35703" "SP481" "SP631" "0.356116748180369" NA
"35704" "SP482" "SP631" "0.287064501002677" NA
"35705" "SP630" "SP631" "0.995715101041803" NA
"35706" "SP631" "SP631" "0.115260427077802" NA
"35707" "SP632" "SP631" "0.0657751247694137" NA
"35708" "SP633" "SP631" "0.0900043064377838" NA
"35709" "SP634" "SP631" "0.896603656754872" NA
"35710" "SP702" "SP631" "0.405380276710136" NA
"35711" "SP900" "SP631" NA NA
"35712" "SP999" "SP631" NA NA
"35713" "SP0" "SP632" NA NA
"35714" "SP11" "SP632" "0.740019019949166" NA
"35715" "SP12" "SP632" "0.974870207592638" NA
"35716" "SP13" "SP632" "0.691785004464043" NA
"35717" "SP14" "SP632" "0.229758554248869" NA
"35718" "SP16" "SP632" "0.703504613388049" NA
"35719" "SP21" "SP632" "0.0928039869390775" NA
"35720" "SP31" "SP632" "0.0640604104045667" NA
"35721" "SP41" "SP632" "0.109237344708086" NA
"35722" "SP42" "SP632" "0.169167306856479" NA
"35723" "SP44" "SP632" "0.202311227244755" NA
"35724" "SP51" "SP632" "0.259827375227738" NA
"35725" "SP61" "SP632" "0.68029340216748" NA
"35726" "SP62" "SP632" "0.392871080725549" NA
"35727" "SP63" "SP632" "0.517576489077466" NA
"35728" "SP65" "SP632" "0.68029340216748" NA
"35729" "SP66" "SP632" "0.577543078831208" NA
"35730" "SP71" "SP632" "0.392871080725549" NA
"35731" "SP72" "SP632" "0.288788260205939" NA
"35732" "SP73" "SP632" "0.262834748010164" NA
"35733" "SP74" "SP632" "0.35294191547724" NA
"35734" "SP75" "SP632" "0.169167306856479" NA
"35735" "SP76" "SP632" "0.229758554248869" NA
"35736" "SP77" "SP632" "0.169167306856479" NA
"35737" "SP78" "SP632" "0.186537359095923" NA
"35738" "SP79" "SP632" "0.265892090159186" NA
"35739" "SP80" "SP632" "0.343868809492624" NA
"35740" "SP81" "SP632" "0.169167306856479" NA
"35741" "SP82" "SP632" "0.234842752293076" NA
"35742" "SP83" "SP632" NA NA
"35743" "SP90" "SP632" "0.61375987086069" NA
"35744" "SP91" "SP632" "0.288788260205939" NA
"35745" "SP92" "SP632" "0.620100803088121" NA
"35746" "SP93" "SP632" "0.517576489077466" NA
"35747" "SP94" "SP632" "0.715451586216982" NA
"35748" "SP95" "SP632" "0.852976373795648" NA
"35749" "SP96" "SP632" "0.740019019949166" NA
"35750" "SP97" "SP632" "0.691785004464043" NA
"35751" "SP98" "SP632" NA NA
"35752" "SP99" "SP632" "0.727624119902697" NA
"35753" "SP100" "SP632" "0.68029340216748" NA
"35754" "SP101" "SP632" "0.83229390692541" NA
"35755" "SP102" "SP632" "0.502023244308912" NA
"35756" "SP106" "SP632" "0.61375987086069" NA
"35757" "SP111" "SP632" "0.392871080725549" NA
"35758" "SP121" "SP632" "0.732555627580853" NA
"35759" "SP131" "SP632" "0.192240924628246" NA
"35760" "SP132" "SP632" "0.125675609102815" NA
"35761" "SP133" "SP632" "0.708256191529409" NA
"35762" "SP135" "SP632" "0.292287292289613" NA
"35763" "SP141" "SP632" "0.996990663552906" NA
"35764" "SP151" "SP632" "0.559483780886685" NA
"35765" "SP152" "SP632" "0.606124182583322" NA
"35766" "SP160" "SP632" "0.392871080725549" NA
"35767" "SP161" "SP632" "0.452450896344463" NA
"35768" "SP162" "SP632" "0.465886025585472" NA
"35769" "SP163" "SP632" "0.459099210516304" NA
"35770" "SP164" "SP632" "0.669029483732806" NA
"35771" "SP165" "SP632" "0.487112977080513" NA
"35772" "SP166" "SP632" "0.222421735572199" NA
"35773" "SP167" "SP632" "0.577543078831208" NA
"35774" "SP168" "SP632" "0.403856024615944" NA
"35775" "SP169" "SP632" "0.568416673551353" NA
"35776" "SP170" "SP632" "0.382306945615521" NA
"35777" "SP171" "SP632" "0.398309639108448" NA
"35778" "SP172" "SP632" "0.372143328386373" NA
"35779" "SP173" "SP632" "0.387537706582027" NA
"35780" "SP174" "SP632" "0.222421735572199" NA
"35781" "SP175" "SP632" "0.251094565345537" NA
"35782" "SP177" "SP632" "0.412383741016334" NA
"35783" "SP180" "SP632" "0.90111893432612" NA
"35784" "SP181" "SP632" "0.778478956269383" NA
"35785" "SP182" "SP632" "0.940958812714849" NA
"35786" "SP183" "SP632" "0.994380565173419" NA
"35787" "SP184" "SP632" "0.999206412812781" NA
"35788" "SP185" "SP632" "0.901255126778433" NA
"35789" "SP186" "SP632" "0.256868907295227" NA
"35790" "SP187" "SP632" "0.994380565173419" NA
"35791" "SP188" "SP632" "0.984034943511007" NA
"35792" "SP189" "SP632" "0.979801154962899" NA
"35793" "SP190" "SP632" "0.999206412812781" NA
"35794" "SP191" "SP632" "0.901255126778433" NA
"35795" "SP192" "SP632" "0.859897972467204" NA
"35796" "SP193" "SP632" "0.765454483588528" NA
"35797" "SP194" "SP632" "0.80508038573429" NA
"35798" "SP195" "SP632" "0.838283973158122" NA
"35799" "SP196" "SP632" "0.999776210877161" NA
"35800" "SP197" "SP632" "0.879336544621521" NA
"35801" "SP198" "SP632" "0.964420079250902" NA
"35802" "SP199" "SP632" "0.907804521632668" NA
"35803" "SP200" "SP632" "0.981319668880558" NA
"35804" "SP201" "SP632" "0.991557032506059" NA
"35805" "SP202" "SP632" "0.966989705447079" NA
"35806" "SP203" "SP632" "0.999206412812781" NA
"35807" "SP204" "SP632" "0.946989370420233" NA
"35808" "SP205" "SP632" "0.962566662607205" NA
"35809" "SP206" "SP632" "0.927503639728141" NA
"35810" "SP207" "SP632" "0.884480921962945" NA
"35811" "SP208" "SP632" "0.994380565173419" NA
"35812" "SP209" "SP632" "0.985448784793623" NA
"35813" "SP210" "SP632" "0.999889647935333" NA
"35814" "SP211" "SP632" "0.908038325365249" NA
"35815" "SP212" "SP632" "0.801046923099001" NA
"35816" "SP213" "SP632" "0.568416673551353" NA
"35817" "SP214" "SP632" "0.984034943511007" NA
"35818" "SP215" "SP632" "0.996990663552906" NA
"35819" "SP216" "SP632" "0.914761316877475" NA
"35820" "SP217" "SP632" "0.887555638879415" NA
"35821" "SP218" "SP632" "0.874021909686262" NA
"35822" "SP219" "SP632" "0.169167306856479" NA
"35823" "SP220" "SP632" "0.568416673551353" NA
"35824" "SP224" "SP632" "0.978533111159786" NA
"35825" "SP231" "SP632" "0.452450896344463" NA
"35826" "SP232" "SP632" "0.606124182583322" NA
"35827" "SP233" "SP632" "0.533804588801958" NA
"35828" "SP234" "SP632" "0.202311227244755" NA
"35829" "SP235" "SP632" "0.791692756291759" NA
"35830" "SP236" "SP632" "0.999776210877161" NA
"35831" "SP237" "SP632" "0.999776210877161" NA
"35832" "SP238" "SP632" "0.991557032506059" NA
"35833" "SP239" "SP632" "0.161332107107399" NA
"35834" "SP241" "SP632" "0.202311227244755" NA
"35835" "SP244" "SP632" "0.999776210877161" NA
"35836" "SP251" "SP632" "0.165970011189055" NA
"35837" "SP261" "SP632" "0.999776210877161" NA
"35838" "SP262" "SP632" "0.940958812714849" NA
"35839" "SP271" "SP632" "0.165970011189055" NA
"35840" "SP280" "SP632" "0.962104236538111" NA
"35841" "SP281" "SP632" "0.960217007093172" NA
"35842" "SP282" "SP632" "0.994380565173419" NA
"35843" "SP283" "SP632" "0.966989705447079" NA
"35844" "SP284" "SP632" "0.874021909686262" NA
"35845" "SP291" "SP632" "0.940759755014418" NA
"35846" "SP301" "SP632" "0.582180137158322" NA
"35847" "SP302" "SP632" "0.626218933610125" NA
"35848" "SP304" "SP632" "0.109237344708086" NA
"35849" "SP310" "SP632" "0.628069542446666" NA
"35850" "SP311" "SP632" "0.64717954156741" NA
"35851" "SP312" "SP632" "0.791692756291759" NA
"35852" "SP313" "SP632" "0.68029340216748" NA
"35853" "SP314" "SP632" "0.669029483732806" NA
"35854" "SP315" "SP632" "0.887555638879415" NA
"35855" "SP316" "SP632" "0.433303078574319" NA
"35856" "SP317" "SP632" "0.299469582295765" NA
"35857" "SP318" "SP632" "0.55074024743407" NA
"35858" "SP319" "SP632" "0.58686711292039" NA
"35859" "SP320" "SP632" "0.80064436445069" NA
"35860" "SP323" "SP632" "0.791692756291759" NA
"35861" "SP324" "SP632" "0.991557032506059" NA
"35862" "SP331" "SP632" "0.577543078831208" NA
"35863" "SP332" "SP632" "0.392871080725549" NA
"35864" "SP333" "SP632" NA NA
"35865" "SP334" "SP632" "0.265892090159186" NA
"35866" "SP335" "SP632" "0.952586523657375" NA
"35867" "SP336" "SP632" "0.974870207592638" NA
"35868" "SP337" "SP632" "0.931049403363751" NA
"35869" "SP338" "SP632" "0.912018883288775" NA
"35870" "SP339" "SP632" "0.952586523657375" NA
"35871" "SP340" "SP632" "0.723524555121423" NA
"35872" "SP341" "SP632" "0.912018883288775" NA
"35873" "SP342" "SP632" "0.964420079250902" NA
"35874" "SP343" "SP632" "0.912018883288775" NA
"35875" "SP344" "SP632" "0.994380565173419" NA
"35876" "SP345" "SP632" "0.934471736099788" NA
"35877" "SP346" "SP632" "0.994380565173419" NA
"35878" "SP347" "SP632" "0.320572595454389" NA
"35879" "SP350" "SP632" "0.873746970692546" NA
"35880" "SP361" "SP632" "0.999776210877161" NA
"35881" "SP366" "SP632" "0.879278825728401" NA
"35882" "SP367" "SP632" "0.997390918025372" NA
"35883" "SP371" "SP632" "0.306906986045926" NA
"35884" "SP380" "SP632" "0.877896674103279" NA
"35885" "SP381" "SP632" "0.991557032506059" NA
"35886" "SP382" "SP632" "0.999438284256585" NA
"35887" "SP383" "SP632" "0.999021252011611" NA
"35888" "SP384" "SP632" "0.901255126778433" NA
"35889" "SP387" "SP632" "0.494489692078846" NA
"35890" "SP391" "SP632" "0.487112977080513" NA
"35891" "SP396" "SP632" "0.494489692078846" NA
"35892" "SP461" "SP632" "0.3351254944874" NA
"35893" "SP471" "SP632" "0.64717954156741" NA
"35894" "SP472" "SP632" "0.654724845376942" NA
"35895" "SP481" "SP632" "0.619088643285022" NA
"35896" "SP482" "SP632" "0.533804588801958" NA
"35897" "SP630" "SP632" "0.940958812714849" NA
"35898" "SP631" "SP632" "0.272161084018155" NA
"35899" "SP632" "SP632" "0.17582858853272" NA
"35900" "SP633" "SP632" "0.224829780649745" NA
"35901" "SP634" "SP632" "0.999776210877161" NA
"35902" "SP702" "SP632" "0.674633035671885" NA
"35903" "SP900" "SP632" NA NA
"35904" "SP999" "SP632" NA NA
"35905" "SP0" "SP633" NA NA
"35906" "SP11" "SP633" "0.592807725280558" NA
"35907" "SP12" "SP633" "0.896009483909398" NA
"35908" "SP13" "SP633" "0.542683583716888" NA
"35909" "SP14" "SP633" "0.144234103188993" NA
"35910" "SP16" "SP633" "0.554663152500015" NA
"35911" "SP21" "SP633" "0.0514056388054296" NA
"35912" "SP31" "SP633" "0.0339316316499881" NA
"35913" "SP41" "SP633" "0.0617713435557352" NA
"35914" "SP42" "SP633" "0.101483729084258" NA
"35915" "SP44" "SP633" "0.124570519923934" NA
"35916" "SP51" "SP633" "0.166312504034233" NA
"35917" "SP61" "SP633" "0.531053376615236" NA
"35918" "SP62" "SP633" "0.270324634859406" NA
"35919" "SP63" "SP633" "0.377002901690777" NA
"35920" "SP65" "SP633" "0.531053376615236" NA
"35921" "SP66" "SP633" "0.431646878223607" NA
"35922" "SP71" "SP633" "0.270324634859406" NA
"35923" "SP72" "SP633" "0.188088290106295" NA
"35924" "SP73" "SP633" "0.168550714552312" NA
"35925" "SP74" "SP633" "0.238050413971507" NA
"35926" "SP75" "SP633" "0.101483729084258" NA
"35927" "SP76" "SP633" "0.144234103188993" NA
"35928" "SP77" "SP633" "0.101483729084258" NA
"35929" "SP78" "SP633" "0.113490514033456" NA
"35930" "SP79" "SP633" "0.17083162962641" NA
"35931" "SP80" "SP633" "0.230842235422463" NA
"35932" "SP81" "SP633" "0.101483729084258" NA
"35933" "SP82" "SP633" "0.147928455559179" NA
"35934" "SP83" "SP633" NA NA
"35935" "SP90" "SP633" "0.465801339199966" NA
"35936" "SP91" "SP633" "0.188088290106295" NA
"35937" "SP92" "SP633" "0.47187587298545" NA
"35938" "SP93" "SP633" "0.377002901690777" NA
"35939" "SP94" "SP633" "0.567003083148359" NA
"35940" "SP95" "SP633" "0.720794867981546" NA
"35941" "SP96" "SP633" "0.592807725280558" NA
"35942" "SP97" "SP633" "0.542683583716888" NA
"35943" "SP98" "SP633" NA NA
"35944" "SP99" "SP633" "0.579714337007669" NA
"35945" "SP100" "SP633" "0.531053376615236" NA
"35946" "SP101" "SP633" "0.695952531768354" NA
"35947" "SP102" "SP633" "0.363198020951714" NA
"35948" "SP106" "SP633" "0.465801339199966" NA
"35949" "SP111" "SP633" "0.270324634859406" NA
"35950" "SP121" "SP633" "0.584905238815683" NA
"35951" "SP131" "SP633" "0.117477805774725" NA
"35952" "SP132" "SP633" "0.0723804069950544" NA
"35953" "SP133" "SP633" "0.559555265555649" NA
"35954" "SP135" "SP633" "0.190752458284633" NA
"35955" "SP141" "SP633" "0.950188272032043" NA
"35956" "SP151" "SP633" "0.414947352235884" NA
"35957" "SP152" "SP633" "0.458524586448049" NA
"35958" "SP160" "SP633" "0.270324634859406" NA
"35959" "SP161" "SP633" "0.320163140237605" NA
"35960" "SP162" "SP633" "0.331683584561427" NA
"35961" "SP163" "SP633" "0.325850848458064" NA
"35962" "SP164" "SP633" "0.519761579740862" NA
"35963" "SP165" "SP633" "0.350101068115371" NA
"35964" "SP166" "SP633" "0.138931239750099" NA
"35965" "SP167" "SP633" "0.431646878223607" NA
"35966" "SP168" "SP633" "0.279361566763387" NA
"35967" "SP169" "SP633" "0.4231807871204" NA
"35968" "SP170" "SP633" "0.261698241921541" NA
"35969" "SP171" "SP633" "0.274790211889882" NA
"35970" "SP172" "SP633" "0.253458365880479" NA
"35971" "SP173" "SP633" "0.265961663796249" NA
