"" "" "pL" "pCooc"
"35972" "SP174" "SP633" "0.138931239750099" NA
"35973" "SP175" "SP633" "0.159843850005369" NA
"35974" "SP177" "SP633" "0.28642416769826" NA
"35975" "SP180" "SP633" "0.782232940591407" NA
"35976" "SP181" "SP633" "0.634483336085756" NA
"35977" "SP182" "SP633" "0.994006238847775" NA
"35978" "SP183" "SP633" "0.990974562995923" NA
"35979" "SP184" "SP633" "0.979921066816278" NA
"35980" "SP185" "SP633" "0.782415745696738" NA
"35981" "SP186" "SP633" "0.164115957569552" NA
"35982" "SP187" "SP633" "0.990974562995923" NA
"35983" "SP188" "SP633" "0.914763015998479" NA
"35984" "SP189" "SP633" "0.999271759424671" NA
"35985" "SP190" "SP633" "0.979921066816278" NA
"35986" "SP191" "SP633" "0.782415745696738" NA
"35987" "SP192" "SP633" "0.729291045604393" NA
"35988" "SP193" "SP633" "0.620182518169156" NA
"35989" "SP194" "SP633" "0.664353417283359" NA
"35990" "SP195" "SP633" "0.938476444130459" NA
"35991" "SP196" "SP633" "0.966052880892218" NA
"35992" "SP197" "SP633" "0.964479617179493" NA
"35993" "SP198" "SP633" "0.876941342714291" NA
"35994" "SP199" "SP633" "0.97996034163482" NA
"35995" "SP200" "SP633" "0.998940749497244" NA
"35996" "SP201" "SP633" "0.932938430749163" NA
"35997" "SP202" "SP633" "0.999813931997624" NA
"35998" "SP203" "SP633" "0.979921066816278" NA
"35999" "SP204" "SP633" "0.995894431429903" NA
"36000" "SP205" "SP633" "0.999332915259141" NA
"36001" "SP206" "SP633" "0.988960416680919" NA
"36002" "SP207" "SP633" "0.967456298452061" NA
"36003" "SP208" "SP633" "0.990974562995923" NA
"36004" "SP209" "SP633" "0.997610470851129" NA
"36005" "SP210" "SP633" "0.974660302019404" NA
"36006" "SP211" "SP633" "0.791599962456603" NA
"36007" "SP212" "SP633" "0.659763530275516" NA
"36008" "SP213" "SP633" "0.4231807871204" NA
"36009" "SP214" "SP633" "0.914763015998479" NA
"36010" "SP215" "SP633" "0.950188272032043" NA
"36011" "SP216" "SP633" "0.800866593286076" NA
"36012" "SP217" "SP633" "0.764315357840522" NA
"36013" "SP218" "SP633" "0.961331178191302" NA
"36014" "SP219" "SP633" "0.101483729084258" NA
"36015" "SP220" "SP633" "0.4231807871204" NA
"36016" "SP224" "SP633" "0.999493956023752" NA
"36017" "SP231" "SP633" "0.320163140237605" NA
"36018" "SP232" "SP633" "0.458524586448049" NA
"36019" "SP233" "SP633" "0.391565275656684" NA
"36020" "SP234" "SP633" "0.124570519923934" NA
"36021" "SP235" "SP633" "0.649204612643331" NA
"36022" "SP236" "SP633" "0.966052880892218" NA
"36023" "SP237" "SP633" "0.966052880892218" NA
"36024" "SP238" "SP633" "0.932938430749163" NA
"36025" "SP239" "SP633" "0.0961367790487106" NA
"36026" "SP241" "SP633" "0.124570519923934" NA
"36027" "SP244" "SP633" "0.966052880892218" NA
"36028" "SP251" "SP633" "0.0992965294569813" NA
"36029" "SP261" "SP633" "0.966052880892218" NA
"36030" "SP262" "SP633" "0.994006238847775" NA
"36031" "SP271" "SP633" "0.0992965294569813" NA
"36032" "SP280" "SP633" "0.999267667689149" NA
"36033" "SP281" "SP633" "0.998974471742372" NA
"36034" "SP282" "SP633" "0.990974562995923" NA
"36035" "SP283" "SP633" "0.999813931997624" NA
"36036" "SP284" "SP633" "0.961331178191302" NA
"36037" "SP291" "SP633" "0.838613508588987" NA
"36038" "SP301" "SP633" "0.435969721691346" NA
"36039" "SP302" "SP633" "0.477764590691866" NA
"36040" "SP304" "SP633" "0.0617713435557352" NA
"36041" "SP310" "SP633" "0.479551206225358" NA
"36042" "SP311" "SP633" "0.498150049407107" NA
"36043" "SP312" "SP633" "0.649204612643331" NA
"36044" "SP313" "SP633" "0.531053376615236" NA
"36045" "SP314" "SP633" "0.519761579740862" NA
"36046" "SP315" "SP633" "0.764315357840522" NA
"36047" "SP316" "SP633" "0.303924723213388" NA
"36048" "SP317" "SP633" "0.196243275241334" NA
"36049" "SP318" "SP633" "0.40693866100958" NA
"36050" "SP319" "SP633" "0.440353828048917" NA
"36051" "SP320" "SP633" "0.659306680311198" NA
"36052" "SP323" "SP633" "0.649204612643331" NA
"36053" "SP324" "SP633" "0.932938430749163" NA
"36054" "SP331" "SP633" "0.431646878223607" NA
"36055" "SP332" "SP633" "0.270324634859406" NA
"36056" "SP333" "SP633" NA NA
"36057" "SP334" "SP633" "0.17083162962641" NA
"36058" "SP335" "SP633" "0.997395428422311" NA
"36059" "SP336" "SP633" "0.896009483909398" NA
"36060" "SP337" "SP633" "0.990389513478604" NA
"36061" "SP338" "SP633" "0.982021820457481" NA
"36062" "SP339" "SP633" "0.997395428422311" NA
"36063" "SP340" "SP633" "0.850882034384964" NA
"36064" "SP341" "SP633" "0.982021820457481" NA
"36065" "SP342" "SP633" "0.876941342714291" NA
"36066" "SP343" "SP633" "0.982021820457481" NA
"36067" "SP344" "SP633" "0.990974562995923" NA
"36068" "SP345" "SP633" "0.991704373991095" NA
"36069" "SP346" "SP633" "0.990974562995923" NA
"36070" "SP347" "SP633" "0.212548049404991" NA
"36071" "SP350" "SP633" "0.746599312289441" NA
"36072" "SP361" "SP633" "0.966052880892218" NA
"36073" "SP366" "SP633" "0.753637904631422" NA
"36074" "SP367" "SP633" "0.985860849498995" NA
"36075" "SP371" "SP633" "0.201960477196615" NA
"36076" "SP380" "SP633" "0.75187219954522" NA
"36077" "SP381" "SP633" "0.932938430749163" NA
"36078" "SP382" "SP633" "0.978645470084104" NA
"36079" "SP383" "SP633" "0.959908431180729" NA
"36080" "SP384" "SP633" "0.782415745696738" NA
"36081" "SP387" "SP633" "0.356564004266016" NA
"36082" "SP391" "SP633" "0.350101068115371" NA
"36083" "SP396" "SP633" "0.356564004266016" NA
"36084" "SP461" "SP633" "0.223940130315198" NA
"36085" "SP471" "SP633" "0.498150049407107" NA
"36086" "SP472" "SP633" "0.505570370266468" NA
"36087" "SP481" "SP633" "0.470904291701338" NA
"36088" "SP482" "SP633" "0.391565275656684" NA
"36089" "SP630" "SP633" "0.994006238847775" NA
"36090" "SP631" "SP633" "0.17552589878709" NA
"36091" "SP632" "SP633" "0.106063631586865" NA
"36092" "SP633" "SP633" "0.140668005111532" NA
"36093" "SP634" "SP633" "0.966052880892218" NA
"36094" "SP702" "SP633" "0.525365857477922" NA
"36095" "SP900" "SP633" NA NA
"36096" "SP999" "SP633" NA NA
"36097" "SP0" "SP634" NA NA
"36098" "SP11" "SP634" "6.37939479852261e-05" NA
"36099" "SP12" "SP634" "0.000755036283397734" NA
"36100" "SP13" "SP634" "4.26899205733757e-05" NA
"36101" "SP14" "SP634" "4.05764581012516e-07" NA
"36102" "SP16" "SP634" "4.7046279981135e-05" NA
"36103" "SP21" "SP634" "2.23301438397286e-08" NA
"36104" "SP31" "SP634" "7.56204060277125e-09" NA
"36105" "SP41" "SP634" "3.65208619319475e-08" NA
"36106" "SP42" "SP634" "1.44946604114166e-07" NA
"36107" "SP44" "SP634" "2.62524469144449e-07" NA
"36108" "SP51" "SP634" "6.25517603352765e-07" NA
"36109" "SP61" "SP634" "3.88147525952198e-05" NA
"36110" "SP62" "SP634" "2.99407966996982e-06" NA
"36111" "SP63" "SP634" "9.78264520581897e-06" NA
"36112" "SP65" "SP634" "3.88147525952198e-05" NA
"36113" "SP66" "SP634" "1.64561005400471e-05" NA
"36114" "SP71" "SP634" "2.99407966996982e-06" NA
"36115" "SP72" "SP634" "9.16930783608329e-07" NA
"36116" "SP73" "SP634" "6.5179518431239e-07" NA
"36117" "SP74" "SP634" "1.95654075062636e-06" NA
"36118" "SP75" "SP634" "1.44946604114166e-07" NA
"36119" "SP76" "SP634" "4.05764581012516e-07" NA
"36120" "SP77" "SP634" "1.44946604114166e-07" NA
"36121" "SP78" "SP634" "2.00008480255286e-07" NA
"36122" "SP79" "SP634" "6.79395817062556e-07" NA
"36123" "SP80" "SP634" "1.76850156345716e-06" NA
"36124" "SP81" "SP634" "1.44946604114166e-07" NA
"36125" "SP82" "SP634" "4.37859833028473e-07" NA
"36126" "SP83" "SP634" NA NA
"36127" "SP90" "SP634" "2.23343822443234e-05" NA
"36128" "SP91" "SP634" "9.16930783608329e-07" NA
"36129" "SP92" "SP634" "2.35504499751913e-05" NA
"36130" "SP93" "SP634" "9.78264520581897e-06" NA
"36131" "SP94" "SP634" "5.19562344722055e-05" NA
"36132" "SP95" "SP634" "0.000172570553746099" NA
"36133" "SP96" "SP634" "6.37939479852261e-05" NA
"36134" "SP97" "SP634" "4.26899205733757e-05" NA
"36135" "SP98" "SP634" NA NA
"36136" "SP99" "SP634" "5.75051277792347e-05" NA
"36137" "SP100" "SP634" "3.88147525952198e-05" NA
"36138" "SP101" "SP634" "0.00014232983153582" NA
"36139" "SP102" "SP634" "8.51416066349266e-06" NA
"36140" "SP106" "SP634" "2.23343822443234e-05" NA
"36141" "SP111" "SP634" "2.99407966996982e-06" NA
"36142" "SP121" "SP634" "5.9925611556251e-05" NA
"36143" "SP131" "SP634" "2.2113410410836e-07" NA
"36144" "SP132" "SP634" "5.62443989528812e-08" NA
"36145" "SP133" "SP634" "4.89393673792331e-05" NA
"36146" "SP135" "SP634" "9.58430450542849e-07" NA
"36147" "SP141" "SP634" "0.00137884345097063" NA
"36148" "SP151" "SP634" "1.41014380918692e-05" NA
"36149" "SP152" "SP634" "2.09497362836371e-05" NA
"36150" "SP160" "SP634" "2.99407966996982e-06" NA
"36151" "SP161" "SP634" "5.38965123587196e-06" NA
"36152" "SP162" "SP634" "6.11565496292738e-06" NA
"36153" "SP163" "SP634" "5.73887337694251e-06" NA
"36154" "SP164" "SP634" "3.53591227603906e-05" NA
"36155" "SP165" "SP634" "7.43866786760083e-06" NA
"36156" "SP166" "SP634" "3.62698919714695e-07" NA
"36157" "SP167" "SP634" "1.64561005400471e-05" NA
"36158" "SP168" "SP634" "3.34954225401497e-06" NA
"36159" "SP169" "SP634" "1.52238589695374e-05" NA
"36160" "SP170" "SP634" "2.68286861552836e-06" NA
"36161" "SP171" "SP634" "3.1658400740209e-06" NA
"36162" "SP172" "SP634" "2.40960147062617e-06" NA
"36163" "SP173" "SP634" "2.83336298161216e-06" NA
"36164" "SP174" "SP634" "3.62698919714695e-07" NA
"36165" "SP175" "SP634" "5.53914096119501e-07" NA
"36166" "SP177" "SP634" "3.64966193081117e-06" NA
"36167" "SP180" "SP634" "0.000280128604541669" NA
"36168" "SP181" "SP634" "8.84210772816311e-05" NA
"36169" "SP182" "SP634" "0.00675096704649428" NA
"36170" "SP183" "SP634" "0.00280836876151937" NA
"36171" "SP184" "SP634" "0.00218285040087167" NA
"36172" "SP185" "SP634" "0.000280540609383058" NA
"36173" "SP186" "SP634" "6.00489905499439e-07" NA
"36174" "SP187" "SP634" "0.00280836876151937" NA
"36175" "SP188" "SP634" "0.000913825921036401" NA
"36176" "SP189" "SP634" "0.00400467941985285" NA
"36177" "SP190" "SP634" "0.00218285040087167" NA
"36178" "SP191" "SP634" "0.000280540609383058" NA
"36179" "SP192" "SP634" "0.000184373626603275" NA
"36180" "SP193" "SP634" "7.90945175112045e-05" NA
"36181" "SP194" "SP634" "0.000111468788696991" NA
"36182" "SP195" "SP634" "0.0152331674776759" NA
"36183" "SP196" "SP634" "0.00172317361328309" NA
"36184" "SP197" "SP634" "0.0115120884415027" NA
"36185" "SP198" "SP634" "0.000629202131376673" NA
"36186" "SP199" "SP634" "0.00920856314436208" NA
"36187" "SP200" "SP634" "0.00389206024181176" NA
"36188" "SP201" "SP634" "0.00111656785711228" NA
"36189" "SP202" "SP634" "0.00492117310254638" NA
"36190" "SP203" "SP634" "0.00218285040087167" NA
"36191" "SP204" "SP634" "0.00632311513480061" NA
"36192" "SP205" "SP634" "0.00523106128624779" NA
"36193" "SP206" "SP634" "0.00772398861992569" NA
"36194" "SP207" "SP634" "0.0110804314865104" NA
"36195" "SP208" "SP634" "0.00280836876151937" NA
"36196" "SP209" "SP634" "0.00357745885152846" NA
"36197" "SP210" "SP634" "0.00198239263325704" NA
"36198" "SP211" "SP634" "0.000302130041263234" NA
"36199" "SP212" "SP634" "0.000107578608329471" NA
"36200" "SP213" "SP634" "1.52238589695374e-05" NA
"36201" "SP214" "SP634" "0.000913825921036401" NA
"36202" "SP215" "SP634" "0.00137884345097063" NA
"36203" "SP216" "SP634" "0.00032580978226464" NA
"36204" "SP217" "SP634" "0.000242790063721973" NA
"36205" "SP218" "SP634" "0.0119656557700952" NA
"36206" "SP219" "SP634" "1.44946604114166e-07" NA
"36207" "SP220" "SP634" "1.52238589695374e-05" NA
"36208" "SP224" "SP634" "0.00409776761697071" NA
"36209" "SP231" "SP634" "5.38965123587196e-06" NA
"36210" "SP232" "SP634" "2.09497362836371e-05" NA
"36211" "SP233" "SP634" "1.12861238710899e-05" NA
"36212" "SP234" "SP634" "2.62524469144449e-07" NA
"36213" "SP235" "SP634" "9.91290843461707e-05" NA
"36214" "SP236" "SP634" "0.00172317361328309" NA
"36215" "SP237" "SP634" "0.00172317361328309" NA
"36216" "SP238" "SP634" "0.00111656785711228" NA
"36217" "SP239" "SP634" "1.24234023639204e-07" NA
"36218" "SP241" "SP634" "2.62524469144449e-07" NA
"36219" "SP244" "SP634" "0.00172317361328309" NA
"36220" "SP251" "SP634" "1.36206006624605e-07" NA
"36221" "SP261" "SP634" "0.00172317361328309" NA
"36222" "SP262" "SP634" "0.00675096704649428" NA
"36223" "SP271" "SP634" "1.36206006624605e-07" NA
"36224" "SP280" "SP634" "0.00526340099048059" NA
"36225" "SP281" "SP634" "0.00539533610295295" NA
"36226" "SP282" "SP634" "0.00280836876151937" NA
"36227" "SP283" "SP634" "0.00492117310254638" NA
"36228" "SP284" "SP634" "0.0119656557700952" NA
"36229" "SP291" "SP634" "0.000446933871298446" NA
"36230" "SP301" "SP634" "1.71173633719474e-05" NA
"36231" "SP302" "SP634" "2.47840069215662e-05" NA
"36232" "SP304" "SP634" "3.65208619319475e-08" NA
"36233" "SP310" "SP634" "2.5169257095178e-05" NA
"36234" "SP311" "SP634" "2.95032509797814e-05" NA
"36235" "SP312" "SP634" "9.91290843461707e-05" NA
"36236" "SP313" "SP634" "3.88147525952198e-05" NA
"36237" "SP314" "SP634" "3.53591227603906e-05" NA
"36238" "SP315" "SP634" "0.000242790063721973" NA
"36239" "SP316" "SP634" "4.48509900111489e-06" NA
"36240" "SP317" "SP634" "1.04834419696827e-06" NA
"36241" "SP318" "SP634" "1.30774921029077e-05" NA
"36242" "SP319" "SP634" "1.78110447138877e-05" NA
"36243" "SP320" "SP634" "0.000107198807074151" NA
"36244" "SP323" "SP634" "9.91290843461707e-05" NA
"36245" "SP324" "SP634" "0.00111656785711228" NA
"36246" "SP331" "SP634" "1.64561005400471e-05" NA
"36247" "SP332" "SP634" "2.99407966996982e-06" NA
"36248" "SP333" "SP634" NA NA
"36249" "SP334" "SP634" "6.79395817062556e-07" NA
"36250" "SP335" "SP634" "0.00592929469399905" NA
"36251" "SP336" "SP634" "0.000755036283397734" NA
"36252" "SP337" "SP634" "0.00746474434078849" NA
"36253" "SP338" "SP634" "0.00888413665032889" NA
"36254" "SP339" "SP634" "0.00592929469399905" NA
"36255" "SP340" "SP634" "0.0289291644570153" NA
"36256" "SP341" "SP634" "0.00888413665032889" NA
"36257" "SP342" "SP634" "0.000629202131376673" NA
"36258" "SP343" "SP634" "0.00888413665032889" NA
"36259" "SP344" "SP634" "0.00280836876151937" NA
"36260" "SP345" "SP634" "0.00721653480479151" NA
"36261" "SP346" "SP634" "0.00280836876151937" NA
"36262" "SP347" "SP634" "1.35266096643512e-06" NA
"36263" "SP350" "SP634" "0.000211111628106796" NA
"36264" "SP361" "SP634" "0.00172317361328309" NA
"36265" "SP366" "SP634" "0.000223132832382225" NA
"36266" "SP367" "SP634" "0.00247079255359674" NA
"36267" "SP371" "SP634" "1.14849255116768e-06" NA
"36268" "SP380" "SP634" "0.000220050121441869" NA
"36269" "SP381" "SP634" "0.00111656785711228" NA
"36270" "SP382" "SP634" "0.00213042836893894" NA
"36271" "SP383" "SP634" "0.00157376465862584" NA
"36272" "SP384" "SP634" "0.000280540609383058" NA
"36273" "SP387" "SP634" "7.95456227603883e-06" NA
"36274" "SP391" "SP634" "7.43866786760083e-06" NA
"36275" "SP396" "SP634" "7.95456227603883e-06" NA
"36276" "SP461" "SP634" "1.60165371165138e-06" NA
"36277" "SP471" "SP634" "2.95032509797814e-05" NA
"36278" "SP472" "SP634" "3.14083218633458e-05" NA
"36279" "SP481" "SP634" "2.33521611083907e-05" NA
"36280" "SP482" "SP634" "1.12861238710899e-05" NA
"36281" "SP630" "SP634" "0.00675096704649428" NA
"36282" "SP631" "SP634" "7.38883966435039e-07" NA
"36283" "SP632" "SP634" "1.64499303303126e-07" NA
"36284" "SP633" "SP634" "3.76422902358317e-07" NA
"36285" "SP634" "SP634" "0.00172317361328309" NA
"36286" "SP702" "SP634" "3.70379799211741e-05" NA
"36287" "SP900" "SP634" NA NA
"36288" "SP999" "SP634" NA NA
"36289" "SP0" "SP702" NA "0"
"36290" "SP11" "SP702" "0.0330481900796134" NA
"36291" "SP12" "SP702" "0.126355131902429" NA
"36292" "SP13" "SP702" "0.0262659437084449" NA
"36293" "SP14" "SP702" "0.00155264327694869" NA
"36294" "SP16" "SP702" "0.0277737533851639" NA
"36295" "SP21" "SP702" "0.000238029479399406" NA
"36296" "SP31" "SP702" "0.000116224200332958" "0"
"36297" "SP41" "SP702" "0.000328755573425429" "0"
"36298" "SP42" "SP702" "0.000804403014078618" NA
"36299" "SP44" "SP702" "0.00117700157126158" NA
"36300" "SP51" "SP702" "0.00204109504766124" "0"
"36301" "SP61" "SP702" "0.0248647983120707" "0"
"36302" "SP62" "SP702" "0.00540204619341523" NA
"36303" "SP63" "SP702" "0.0110630421549934" "0"
"36304" "SP65" "SP702" "0.0248647983120707" NA
"36305" "SP66" "SP702" "0.015067843814712" NA
"36306" "SP71" "SP702" "0.00540204619341523" NA
"36307" "SP72" "SP702" "0.00259513400036406" NA
"36308" "SP73" "SP702" "0.00209467262026922" NA
"36309" "SP74" "SP702" "0.00415781383848381" NA
"36310" "SP75" "SP702" "0.000804403014078618" "0"
"36311" "SP76" "SP702" "0.00155264327694869" "0"
"36312" "SP77" "SP702" "0.000804403014078618" NA
"36313" "SP78" "SP702" "0.000989129198430593" NA
"36314" "SP79" "SP702" "0.00215005637724895" NA
"36315" "SP80" "SP702" "0.00390598857354933" "0"
"36316" "SP81" "SP702" "0.000804403014078618" "0"
"36317" "SP82" "SP702" "0.00162938234036686" "0"
"36318" "SP83" "SP702" NA NA
"36319" "SP90" "SP702" "0.0180322399010154" "0"
"36320" "SP91" "SP702" "0.00259513400036406" "0"
"36321" "SP92" "SP702" "0.0186005682243901" NA
"36322" "SP93" "SP702" "0.0110630421549934" "0"
"36323" "SP94" "SP702" "0.0293986753888832" NA
"36324" "SP95" "SP702" "0.0576342254843888" NA
"36325" "SP96" "SP702" "0.0330481900796134" NA
"36326" "SP97" "SP702" "0.0262659437084449" NA
"36327" "SP98" "SP702" NA NA
"36328" "SP99" "SP702" "0.0311524286819232" NA
"36329" "SP100" "SP702" "0.0248647983120707" NA
"36330" "SP101" "SP702" "0.0518303129026112" NA
"36331" "SP102" "SP702" "0.0101804595309589" "0"
"36332" "SP106" "SP702" "0.0180322399010154" "0"
"36333" "SP111" "SP702" "0.00540204619341523" NA
"36334" "SP121" "SP702" "0.0318929005896118" "0"
"36335" "SP131" "SP702" "0.00105479528177144" "0.00138504155124654"
"36336" "SP132" "SP702" "0.000435831276698973" "0"
"36337" "SP133" "SP702" "0.0284090427862382" NA
"36338" "SP135" "SP702" "0.00266801918592392" NA
"36339" "SP141" "SP702" "0.171196325794335" "0"
"36340" "SP151" "SP702" "0.0137526974046974" NA
"36341" "SP152" "SP702" "0.0173682571441618" "0"
"36342" "SP160" "SP702" "0.00540204619341523" "0"
"36343" "SP161" "SP702" "0.00772855422982386" "0"
"36344" "SP162" "SP702" "0.00834238213792331" "0"
"36345" "SP163" "SP702" "0.00802785212105854" "0.00138504155124654"
"36346" "SP164" "SP702" "0.0235609803125404" NA
"36347" "SP165" "SP702" "0.00938750375445035" NA
"36348" "SP166" "SP702" "0.00144593330120604" NA
"36349" "SP167" "SP702" "0.015067843814712" NA
"36350" "SP168" "SP702" "0.00578607093540369" "0"
"36351" "SP169" "SP702" "0.0143905846981481" NA
"36352" "SP170" "SP702" "0.00505030697369702" "0"
"36353" "SP171" "SP702" "0.00558980018657927" "0"
"36354" "SP172" "SP702" "0.00472756301840682" NA
"36355" "SP173" "SP702" "0.00522235645494234" NA
"36356" "SP174" "SP702" "0.00144593330120604" NA
"36357" "SP175" "SP702" "0.00189049959703686" NA
"36358" "SP177" "SP702" "0.00609751215028269" "0"
"36359" "SP180" "SP702" "0.0749997957898115" "0"
"36360" "SP181" "SP702" "0.0397460510204451" NA
"36361" "SP182" "SP702" "0.359017628732611" "0"
"36362" "SP183" "SP702" "0.241410449262521" "0"
"36363" "SP184" "SP702" "0.214172847399945" NA
"36364" "SP185" "SP702" "0.0750591452385004" "0"
"36365" "SP186" "SP702" "0.00198925201610555" "0"
"36366" "SP187" "SP702" "0.241410449262521" NA
"36367" "SP188" "SP702" "0.13928442335584" NA
"36368" "SP189" "SP702" "0.284571634293441" NA
"36369" "SP190" "SP702" "0.214172847399945" NA
"36370" "SP191" "SP702" "0.0750591452385004" NA
"36371" "SP192" "SP702" "0.0597629253262194" "0"
"36372" "SP193" "SP702" "0.0373270899601913" NA
"36373" "SP194" "SP702" "0.0452516186968872" "0"
"36374" "SP195" "SP702" "0.501875849995653" NA
"36375" "SP196" "SP702" "0.191020715018863" "0"
"36376" "SP197" "SP702" "0.449090371554836" "0"
"36377" "SP198" "SP702" "0.115018494529547" "0.00138504155124654"
"36378" "SP199" "SP702" "0.409691977434639" "0.00138504155124654"
"36379" "SP200" "SP702" "0.280886267226686" "0"
"36380" "SP201" "SP702" "0.154106984716494" "0"
"36381" "SP202" "SP702" "0.312354743755398" "0"
"36382" "SP203" "SP702" "0.214172847399945" "0"
"36383" "SP204" "SP702" "0.348945931941685" "0"
"36384" "SP205" "SP702" "0.320983423029765" NA
"36385" "SP206" "SP702" "0.380403832025031" "0"
"36386" "SP207" "SP702" "0.442173946663697" NA
"36387" "SP208" "SP702" "0.241410449262521" "0.00138504155124654"
"36388" "SP209" "SP702" "0.270220510144441" "0"
"36389" "SP210" "SP702" "0.204468434999038" "0"
"36390" "SP211" "SP702" "0.0781097292497437" "0"
